1-Wire/iButton Part Number: DS1921H-F5
1-Wire/iButton Registration Number: 864F2000010EE921
Is Mission Active?  true
Mission Start:  Thu Jun 28 11:37:00 AEST 2018
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  4667
Total Samples:  4667
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  46.375 �C
Low Temperature Alarm:  14.5 �C

Date/Time,Unit,Value
7/2/18, 1:07:00 AM,C,23.25
7/2/18, 1:17:00 AM,C,23.25
7/2/18, 1:27:00 AM,C,23.125
7/2/18, 1:37:00 AM,C,23.125
7/2/18, 1:47:00 AM,C,23
7/2/18, 1:57:00 AM,C,23
7/2/18, 2:07:00 AM,C,22.875
7/2/18, 2:17:00 AM,C,23
7/2/18, 2:27:00 AM,C,24
7/2/18, 2:37:00 AM,C,24
7/2/18, 2:47:00 AM,C,23.875
7/2/18, 2:57:00 AM,C,23.75
7/2/18, 3:07:00 AM,C,23.75
7/2/18, 3:17:00 AM,C,23.625
7/2/18, 3:27:00 AM,C,23.625
7/2/18, 3:37:00 AM,C,23.625
7/2/18, 3:47:00 AM,C,23.5
7/2/18, 3:57:00 AM,C,23.375
7/2/18, 4:07:00 AM,C,23.375
7/2/18, 4:17:00 AM,C,23.25
7/2/18, 4:27:00 AM,C,23.25
7/2/18, 4:37:00 AM,C,23.125
7/2/18, 4:47:00 AM,C,23.125
7/2/18, 4:57:00 AM,C,23
7/2/18, 5:07:00 AM,C,23
7/2/18, 5:17:00 AM,C,22.875
7/2/18, 5:27:00 AM,C,23.5
7/2/18, 5:37:00 AM,C,24
7/2/18, 5:47:00 AM,C,23.875
7/2/18, 5:57:00 AM,C,23.875
7/2/18, 6:07:00 AM,C,23.75
7/2/18, 6:17:00 AM,C,23.75
7/2/18, 6:27:00 AM,C,23.625
7/2/18, 6:37:00 AM,C,23.625
7/2/18, 6:47:00 AM,C,23.5
